species,x,y
Rattus norvegicus,-73.970143,40.776738
Rattus norvegicus,-73.969263,40.778892
Rattus norvegicus,-77.039008,38.901848
Rattus norvegicus,-73.807586,40.700436
Rattus norvegicus,-74.893547,40.671263
Rattus norvegicus,-73.977299,40.766192
Rattus norvegicus,-73.898828,40.893589
Rattus norvegicus,-78.975893,35.911573
Rattus norvegicus,-81.811981,41.474098
Rattus norvegicus,-73.966208,40.762192
Rattus norvegicus,-73.966514,40.781342
Rattus norvegicus,-71.740446,43.058481
Rattus norvegicus,-73.97217,40.794262
Rattus norvegicus,-73.876544,40.817403
Rattus norvegicus,-73.994933,40.64692
Rattus norvegicus,-73.961105,40.794411
Rattus norvegicus,-73.988369,40.718053
Rattus norvegicus,-121.26833,38.636717
Rattus norvegicus,-98.378628,26.215627
Rattus norvegicus,-77.554205,37.654438
Rattus norvegicus,-111.651297,40.244488
Rattus norvegicus,-110.919051,32.242713
Rattus norvegicus,-78.60478,41.892091
Rattus norvegicus,-74.000992,40.731705
Rattus norvegicus,-75.189494,39.905592
Rattus norvegicus,-77.768111,40.91319
Rattus norvegicus,-76.895295,40.27412
Rattus norvegicus,-97.08181,33.023744
Rattus norvegicus,-75.388031,40.046195
Rattus norvegicus,-77.464501,37.550045
Rattus norvegicus,-98.19237,26.190008
Rattus norvegicus,-75.194334,39.954553
Rattus norvegicus,-96.758261,32.775982
Rattus norvegicus,-95.376862,29.756967
Rattus norvegicus,-79.949508,40.456136
Rattus norvegicus,-79.924645,40.433917
Rattus norvegicus,-73.891762,40.74677
Rattus norvegicus,-80.004705,40.308621
Rattus norvegicus,-80.096888,40.402007
Rattus norvegicus,-74.013664,40.707847
Rattus norvegicus,-75.513128,40.534255
Rattus norvegicus,-75.513688,40.017533
Rattus norvegicus,-73.75312,40.59317
Rattus norvegicus,-75.282146,40.70685
Rattus norvegicus,-122.372217,47.636517
Rattus norvegicus,-73.959728,40.794965
Rattus norvegicus,-72.654381,43.071916
Rattus norvegicus,-123.058494,38.318428
Rattus norvegicus,-77.022638,38.899759
Rattus norvegicus,-71.0635,42.356537
Rattus norvegicus,-73.017349,40.93697
Rattus norvegicus,-73.990719,40.73521
Rattus norvegicus,-80.078689,39.333626
Rattus norvegicus,-75.430208,38.502967
Rattus norvegicus,-73.997025,40.72982
Rattus norvegicus,-73.998608,40.732067
Rattus norvegicus,-73.802775,40.935891
Rattus norvegicus,-81.366704,38.479262
Rattus norvegicus,-87.627922,41.880397
Rattus norvegicus,-77.005675,38.887322
Rattus norvegicus,-122.29515,47.595872
Rattus norvegicus,-73.963792,40.69115
Rattus norvegicus,-71.087219,42.337367
Rattus norvegicus,-71.05593,42.327045
Rattus norvegicus,-122.309094,47.668853
Rattus norvegicus,-77.050786,38.900783
Rattus norvegicus,-71.063012,42.356448
Rattus norvegicus,-77.017931,38.914408
Rattus norvegicus,-76.829103,39.189413
Rattus norvegicus,-73.854631,40.771234
Rattus norvegicus,-73.993797,40.751975
Rattus norvegicus,-74.007715,40.710228
Rattus norvegicus,-73.806755,40.748412
Rattus norvegicus,-73.969202,40.777748
Rattus norvegicus,-111.613164,40.766766
Rattus norvegicus,-73.974122,40.768275
Rattus norvegicus,-73.997936,40.730242
Rattus norvegicus,-117.141953,32.743617
Rattus norvegicus,-73.920276,40.855463
Rattus norvegicus,-73.987498,40.762601
Rattus norvegicus,-73.951163,40.797417
Rattus norvegicus,-73.962581,40.739077
Rattus norvegicus,-73.937233,40.854148
Rattus norvegicus,-71.105052,42.316396
Rattus norvegicus,-111.887428,40.771942
Rattus norvegicus,-73.937218,40.853977
Rattus norvegicus,-75.065118,40.200606
Rattus norvegicus,-73.759686,40.758977
Rattus norvegicus,-75.182327,39.947726
Rattus norvegicus,-73.897916,40.889643
Rattus norvegicus,-73.938065,40.85344
Rattus norvegicus,-74.005973,40.712775
Rattus norvegicus,-73.938065,40.85344
Rattus norvegicus,-73.970192,40.778933
Rattus norvegicus,-74.015739,40.717895
Rattus norvegicus,-111.847752,40.676699
Rattus norvegicus,-73.9374,40.853775
Rattus norvegicus,-72.112872,42.772752
Rattus norvegicus,-73.9374,40.853775
Rattus norvegicus,-73.968827,40.778495
Rattus norvegicus,-73.938065,40.85344
Rattus norvegicus,-73.937363,40.853977
Rattus norvegicus,-73.937042,40.85484
Rattus norvegicus,-73.937218,40.853977
Rattus norvegicus,-77.01718,38.902795
Rattus norvegicus,-73.984833,40.688647
Rattus norvegicus,-73.94571,40.766818
Rattus norvegicus,-73.970049,40.777241
Rattus norvegicus,-77.028007,38.898366
Rattus norvegicus,-118.060328,33.711367
Rattus norvegicus,-80.060168,40.313465
Rattus norvegicus,-122.479355,37.722527
Rattus norvegicus,-71.069108,42.175044
Rattus norvegicus,-121.220224,38.805141
Rattus norvegicus,-74.015672,40.692876
Rattus norvegicus,-111.967442,41.022175
Rattus norvegicus,-73.944917,40.693613
Rattus norvegicus,-71.124521,42.398895
Rattus norvegicus,-83.246433,42.252091
Rattus norvegicus,-77.047553,38.899211
Rattus norvegicus,-73.995575,40.744114
Rattus norvegicus,-73.971223,40.779961
Rattus norvegicus,-73.851922,40.724092
Rattus norvegicus,-81.438201,40.650397
Rattus norvegicus,-73.924422,40.704058
Rattus norvegicus,-73.944158,40.678138
Rattus norvegicus,-73.969895,40.653195
Rattus norvegicus,-99.286492,38.867915
Rattus norvegicus,-73.813728,40.744837
Rattus norvegicus,-83.057268,40.061332
Rattus norvegicus,-77.041756,38.8889
Rattus norvegicus,-73.988635,40.741807
Rattus norvegicus,-73.793381,40.788935
Rattus norvegicus,-73.937958,40.694388
Rattus norvegicus,-93.065836,34.418462
Rattus norvegicus,-69.886426,44.227488
Rattus norvegicus,-73.969772,40.776664
Rattus norvegicus,-73.896517,40.871428
Rattus norvegicus,-84.371118,33.788896
Rattus norvegicus,-73.950212,40.68292
Rattus norvegicus,-74.007439,40.868633
Rattus norvegicus,-95.953468,36.155762
Rattus norvegicus,-71.064805,42.355589
Rattus norvegicus,-73.970371,40.777737
Rattus norvegicus,-73.97818,40.693088
Rattus norvegicus,-76.012749,42.02682
Rattus norvegicus,-73.97563,40.767395
Rattus norvegicus,-73.950233,40.70993
Rattus norvegicus,-74.019669,40.631728
Rattus norvegicus,-77.005792,38.887208
Rattus norvegicus,-103.229095,34.41441
Rattus norvegicus,-73.984162,40.726355
Rattus norvegicus,-73.945192,40.747775
Rattus norvegicus,-73.995712,40.730603
Rattus norvegicus,-73.963363,40.66498
Rattus norvegicus,-73.989037,40.741312
Rattus norvegicus,-82.500841,27.219189
Rattus norvegicus,-80.198706,40.296767
Rattus norvegicus,-73.965009,40.78835
Rattus norvegicus,-73.964355,40.672413
