species,x,y
Peromyscus maniculatus,-83.15203167,42.46227748
Peromyscus maniculatus,-122.0578017,47.83577248
Peromyscus maniculatus,-122.3493867,47.50253248
Peromyscus maniculatus,-105.6040767,40.54614748
Peromyscus maniculatus,-74.86268667,41.33759248
Peromyscus maniculatus,-85.94291667,46.29453748
Peromyscus maniculatus,-117.0175467,32.54838748
Peromyscus maniculatus,-106.0206267,35.67251248
Peromyscus maniculatus,-123.0158667,47.08598248
Peromyscus maniculatus,-123.9322767,45.87798748
Peromyscus maniculatus,-87.73408167,42.00407248
Peromyscus maniculatus,-96.02342667,36.17237248
Peromyscus maniculatus,-124.0988967,40.87938748
Peromyscus maniculatus,-121.6829067,39.83801248
Peromyscus maniculatus,-84.23506167,31.71528748
Peromyscus maniculatus,-87.69242667,42.00407248
Peromyscus maniculatus,-122.8492467,45.75302248
Peromyscus maniculatus,-111.5190867,35.17265248
Peromyscus maniculatus,-124.0155867,41.29593748
Peromyscus maniculatus,-122.6409717,45.37812748
Peromyscus maniculatus,-122.5576617,45.46143748
Peromyscus maniculatus,-103.6046367,41.71248748
Peromyscus maniculatus,-112.3105317,42.67055248
Peromyscus maniculatus,-122.6409717,47.75246248
Peromyscus maniculatus,-121.3496667,48.04404748
Peromyscus maniculatus,-81.56914167,41.50421248
Peromyscus maniculatus,-83.61023667,41.71248748
Peromyscus maniculatus,-105.2291817,39.96297748
Peromyscus maniculatus,-81.77741667,41.37924748
Peromyscus maniculatus,-121.7245617,45.71136748
Peromyscus maniculatus,-123.3074517,45.16985248
Peromyscus maniculatus,-73.15483167,44.46171748
Peromyscus maniculatus,-97.27307667,37.46367748
Peromyscus maniculatus,-72.23842167,44.75330248
Peromyscus maniculatus,-122.3493867,47.71080748
Peromyscus maniculatus,-122.8909017,38.50505248
Peromyscus maniculatus,-79.40308167,39.42146248
Peromyscus maniculatus,-122.9742117,44.00351248
Peromyscus maniculatus,-69.11429667,44.50337248
Peromyscus maniculatus,-122.5160067,47.58584248
Peromyscus maniculatus,-89.81683167,43.29537748
Peromyscus maniculatus,-119.0169867,43.50365248
Peromyscus maniculatus,-119.8084317,34.50617248
Peromyscus maniculatus,-77.61191667,43.12875748
Peromyscus maniculatus,-122.4743517,47.46087748
Peromyscus maniculatus,-87.90070167,41.83745248
Peromyscus maniculatus,-109.1030967,41.62917748
Peromyscus maniculatus,-73.19648667,44.50337248
Peromyscus maniculatus,-99.39748167,32.25680248
Peromyscus maniculatus,-83.98513167,42.46227748
Peromyscus maniculatus,-89.52524667,46.21122748
Peromyscus maniculatus,-116.8092717,33.75638248
Peromyscus maniculatus,-122.3077317,44.17013248
Peromyscus maniculatus,-122.7242817,45.54474748
Peromyscus maniculatus,-114.2266617,47.46087748
Peromyscus maniculatus,-120.3082917,48.54390748
Peromyscus maniculatus,-81.86072667,36.17237248
Peromyscus maniculatus,-121.3913217,44.12847748
Peromyscus maniculatus,-122.9325567,43.87854748
Peromyscus maniculatus,-105.1458717,39.87966748
Peromyscus maniculatus,-90.60827667,42.58724248
Peromyscus maniculatus,-87.90070167,41.12931748
Peromyscus maniculatus,-85.15147167,45.37812748
Peromyscus maniculatus,-106.9786917,38.96325748
Peromyscus maniculatus,-111.5190867,40.08794248
Peromyscus maniculatus,-83.61023667,40.25456248
Peromyscus maniculatus,-70.57222167,43.62861748
Peromyscus maniculatus,-114.0183867,46.87770748
Peromyscus maniculatus,-122.0994567,47.66915248
Peromyscus maniculatus,-92.48275167,34.83941248
Peromyscus maniculatus,-118.7254017,35.42258248
Peromyscus maniculatus,-121.8911817,36.38064748
Peromyscus maniculatus,-118.3088517,34.67279248
Peromyscus maniculatus,-98.31445167,40.25456248
Peromyscus maniculatus,-72.82159167,43.87854748
Peromyscus maniculatus,-123.0991767,44.00351248
Peromyscus maniculatus,-81.65245167,41.42090248
Peromyscus maniculatus,-92.69102667,45.00323248
Peromyscus maniculatus,-122.6826267,45.50309248
Peromyscus maniculatus,-72.40504167,44.33675248
Peromyscus maniculatus,-122.4743517,47.46087748
Peromyscus maniculatus,-84.36002667,42.83717248
Peromyscus maniculatus,-118.1422317,34.25624248
Peromyscus maniculatus,-92.31613167,42.50393248
Peromyscus maniculatus,-105.1458717,39.62973748
Peromyscus maniculatus,-85.52636667,42.33731248
Peromyscus maniculatus,-122.6826267,45.46143748
Peromyscus maniculatus,-89.48359167,46.21122748
Peromyscus maniculatus,-121.9328367,37.00547248
Peromyscus maniculatus,-73.94627667,41.83745248
Peromyscus maniculatus,-122.6826267,45.46143748
Peromyscus maniculatus,-121.6829067,46.91936248
Peromyscus maniculatus,-123.3074517,44.58668248
Peromyscus maniculatus,-82.65217167,41.46255748
Peromyscus maniculatus,-121.6412517,44.46171748
Peromyscus maniculatus,-83.11037667,40.17125248
Peromyscus maniculatus,-89.48359167,43.21206748
Peromyscus maniculatus,-123.8906217,45.91964248
Peromyscus maniculatus,-121.9328367,37.00547248
Peromyscus maniculatus,-123.7656567,46.16957248
Peromyscus maniculatus,-122.4326967,38.17181248
Peromyscus maniculatus,-122.3910417,45.50309248
Peromyscus maniculatus,-105.1875267,40.54614748
Peromyscus maniculatus,-122.8492467,45.50309248
Peromyscus maniculatus,-72.44669667,44.33675248
Peromyscus maniculatus,-73.44641667,43.75358248
Peromyscus maniculatus,-109.4363367,37.88022748
Peromyscus maniculatus,-83.23534167,41.62917748
Peromyscus maniculatus,-123.8489667,40.75442248
Peromyscus maniculatus,-110.4360567,44.96157748
Peromyscus maniculatus,-83.65189167,37.75526248
Peromyscus maniculatus,-122.8075917,43.83689248
Peromyscus maniculatus,-124.0572417,41.42090248
Peromyscus maniculatus,-123.8906217,47.87742748
Peromyscus maniculatus,-93.77405667,42.54558748
Peromyscus maniculatus,-91.19144667,47.37756748
Peromyscus maniculatus,-118.2671967,34.13127748
Peromyscus maniculatus,-117.8089917,33.79803748
Peromyscus maniculatus,-123.1824867,38.63001748
Peromyscus maniculatus,-123.3907617,44.54502748
Peromyscus maniculatus,-96.19004667,41.08766248
Peromyscus maniculatus,-122.4743517,42.87882748
Peromyscus maniculatus,-104.8542867,38.96325748
Peromyscus maniculatus,-121.7662167,37.67195248
Peromyscus maniculatus,-96.60659667,37.58864248
Peromyscus maniculatus,-122.8075917,44.79495748
Peromyscus maniculatus,-109.9778517,45.00323248
Peromyscus maniculatus,-77.27867667,38.92160248
Peromyscus maniculatus,-93.60743667,41.50421248
Peromyscus maniculatus,-106.9370367,38.92160248
Peromyscus maniculatus,-123.9322767,45.96129748
Peromyscus maniculatus,-120.3082917,38.29677748
Peromyscus maniculatus,-121.9328367,38.83829248
Peromyscus maniculatus,-122.4743517,47.46087748
Peromyscus maniculatus,-77.82019167,40.79607748
Peromyscus maniculatus,-119.6834667,34.46451748
Peromyscus maniculatus,-118.5587817,33.00659248
Peromyscus maniculatus,-123.6406917,46.12791748
